title,start_year,end_year,production_span,genres,tmdb_id,media_type,actor_name,actor_tmdb_id,actor_gender_code,actor_gender,actor_age_at_release,character_name,is_named_character,billing_order,role_type,prominence_score,actor_ethnicity,confidence,sympathy_coding,arc_presence,arc_direction,confidence_arc
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Tata Vega,1934645,1,female,,Grandma / Mrs. Dung Beetle (voice),True,8,supporting,0.0352,Black,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Ambika Mod,3411764,1,female,,Violet (voice),True,9,supporting,0.0313,South Asian,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Lolly Adefope,1627501,1,female,,Lily (voice),True,10,supporting,0.0282,Black,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,John Ratzenberger,7907,2,male,,Elder Javan (voice),True,11,minor,0.0256,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Kari Wahlgren,116315,1,female,,Female Pookoo / Nurse Javan (voice),True,12,minor,0.0235,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Fred Tatasciore,60279,2,male,,Elder Javan 2 / Rock Bear (voice),True,13,minor,0.0217,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Zemo Tatasciore,6181145,0,unspecified,,Wolf Pup (voice),True,14,minor,0.0201,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,David Lodge,571220,2,male,,Wolf Father (voice),True,15,minor,0.0188,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Johnny Williams,53401,2,male,,Mr. Dung Beetle (voice),True,16,minor,0.0176,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Maven Morgan,2639875,1,female,,Pinecone Hedgehog (voice),True,17,minor,0.0166,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Nathan Greno,121830,2,male,,Snake 1 (voice),True,18,minor,0.0157,White,high,neutral,flat,none,low
Swapped,2026,2026,1,Animation|Family|Fantasy|Adventure|Comedy,1007757,movie,Tim Mertens,61958,2,male,,Snake 2 (voice),True,19,minor,0.0148,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Rachel McAdams,53714,1,female,,Linda Liddle,True,1,lead,0.2958,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Dylan O'Brien,527393,2,male,,Bradley Preston,True,2,lead,0.1479,White,high,protagonist,significant,positive,medium
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Edyll Ismail,4477127,1,female,,Zuri,True,3,lead,0.0986,Black,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Dennis Haysbert,352,2,male,,Franklin,True,4,supporting,0.0739,Black,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Xavier Samuel,109438,2,male,,Donovan,True,5,supporting,0.0592,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Chris Pang,145248,2,male,,Chase,True,6,supporting,0.0493,East Asian,high,protagonist,significant,positive,medium
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Thaneth Warakulnukroh,1743358,2,male,,Boat Captain,True,7,supporting,0.0423,South Asian,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Emma Raimi,1446431,1,female,,River,True,8,supporting,0.037,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Kristy Best,1485593,1,female,,Polly Perera,True,9,supporting,0.0329,White,medium,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Francesca Waters,2300917,1,female,,Barbara,True,10,supporting,0.0296,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Olivia Sawyer,5981610,1,female,,Applicant,True,11,minor,0.0269,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Brad Flett,5406321,2,male,,Trainer,True,12,minor,0.0246,White,high,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Nana Miya,5981609,1,female,,Flight Attendant,True,13,minor,0.0228,Unknown,low,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Anuwat Pornladawong,5981605,2,male,,Caretaker #1,True,14,minor,0.0211,Unknown,low,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Benjawan Teawsomboonkit,5981606,1,female,,Caretaker #2,True,15,minor,0.0197,Unknown,low,neutral,flat,none,low
Send Help,2026,2026,1,Horror|Thriller|Comedy,1198994,movie,Aaron Shore,5981608,2,male,,Office Bro,True,16,minor,0.0185,White,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Meryl Streep,5064,1,female,,Miranda Priestly,True,1,lead,0.278,White,high,antagonist,minor,negative,high
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Anne Hathaway,1813,1,female,,Andy Sachs,True,2,lead,0.139,White,high,protagonist,significant,positive,high
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Emily Blunt,5081,1,female,,Emily,True,3,lead,0.0927,White,high,fallen,minor,negative,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Stanley Tucci,2283,2,male,,Nigel,True,4,supporting,0.0695,White,high,neutral,flat,none,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Simon Baker,1284159,2,male,,Christian Thompson,True,5,supporting,0.0556,White,high,neutral,flat,none,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Adrian Grenier,5090,2,male,,Nate,True,6,supporting,0.0463,White,high,neutral,flat,none,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Tracie Thoms,10580,1,female,,Lily,True,7,supporting,0.0397,Black,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Rich Sommer,10581,2,male,,Doug,True,8,supporting,0.0347,White,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Daniel Sunjata,10582,2,male,,James Holt,True,9,supporting,0.0309,Mixed/Multiracial,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,David Marshall Grant,24535,2,male,,Richard Sachs,True,10,supporting,0.0278,White,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,James Naughton,37421,2,male,,Stephen,True,11,minor,0.0253,White,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Tibor Feldman,1192389,2,male,,Irv Ravitz,True,12,minor,0.0232,White,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Rebecca Mader,54679,1,female,,Jocelyn,True,13,minor,0.0214,White,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Jimena Hoyos,205550,1,female,,Lucia,True,14,minor,0.0199,Hispanic/Latino,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Gisele Bündchen,10583,1,female,,Serena,True,15,minor,0.0185,White,high,neutral,flat,none,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,George C. Wolfe,5369,2,male,,Paul,True,16,minor,0.0174,Black,high,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,John Rothman,60205,2,male,,Editor,True,17,minor,0.0164,White,high,neutral,flat,none,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Stephanie Szostak,121953,1,female,,Jacqueline Follet,True,18,minor,0.0154,White,high,neutral,flat,none,medium
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Colleen Dengel,962381,1,female,,Caroline,True,19,minor,0.0146,Unknown,low,neutral,flat,none,low
The Devil Wears Prada,2006,2006,1,Drama|Comedy,350,movie,Suzanne Dengel,962382,1,female,,Cassidy,True,20,minor,0.0139,White,medium,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Jaafar Jackson,3898497,2,male,,Michael Jackson,True,1,lead,0.278,Black,high,protagonist,significant,positive,medium
Michael,2026,2026,1,Music|Drama,936075,movie,Colman Domingo,91671,2,male,,Joseph Jackson,True,2,lead,0.139,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Nia Long,9781,1,female,,Katherine Jackson,True,3,lead,0.0927,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Juliano Krue Valdi,4487890,2,male,,Young Michael Jackson,True,4,supporting,0.0695,White,medium,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,KeiLyn Durrel Jones,1990676,2,male,,Bill Bray,True,5,supporting,0.0556,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Miles Teller,996701,2,male,,John Branca,True,6,supporting,0.0463,White,high,protagonist,significant,positive,medium
Michael,2026,2026,1,Music|Drama,936075,movie,Kendrick Sampson,1446825,2,male,,Quincy Jones,True,7,supporting,0.0397,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Joseph David-Jones,1581190,2,male,,Jackie Jackson,True,8,supporting,0.0347,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Jamal Henderson,4805996,2,male,,Jermaine Jackson,True,9,supporting,0.0309,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Rhyan Hill,2754193,2,male,,Tito Jackson,True,10,supporting,0.0278,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Trey Horton,2979365,2,male,,Marlon Jackson,True,11,minor,0.0253,White,medium,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Jessica Sula,1221085,1,female,,LaToya Jackson,True,12,minor,0.0232,Mixed/Multiracial,medium,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Larenz Tate,18291,2,male,,Berry Gordy,True,13,minor,0.0214,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Laura Harrier,1606394,1,female,,Suzanne de Passe,True,14,minor,0.0199,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Mike Myers,12073,2,male,,Walter Yetnikoff,True,15,minor,0.0185,White,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Nathaniel Logan McIntyre,2367652,2,male,,Young Jackie Jackson,True,16,minor,0.0174,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Judah Edwards,4504138,2,male,,Young Tito Jackson,True,17,minor,0.0164,Unknown,low,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Jayden Harville,4568650,2,male,,Young Jermaine Jackson,True,18,minor,0.0154,Unknown,low,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Jaylen Hunter,4568652,2,male,,Young Marlon Jackson,True,19,minor,0.0146,Black,high,neutral,flat,none,low
Michael,2026,2026,1,Music|Drama,936075,movie,Deon Cole,216140,2,male,,Don King,True,20,minor,0.0139,Black,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Meryl Streep,5064,1,female,,Miranda Priestly,True,1,lead,0.278,White,high,antagonist,flat,none,high
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Anne Hathaway,1813,1,female,,Andy Sachs,True,2,lead,0.139,White,high,protagonist,significant,positive,high
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Emily Blunt,5081,1,female,,Emily Charlton,True,3,lead,0.0927,White,high,protagonist,significant,positive,medium
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Stanley Tucci,2283,2,male,,Nigel Kipling,True,4,supporting,0.0695,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Justin Theroux,15009,2,male,,Benji Barnes,True,5,supporting,0.0556,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Kenneth Branagh,11181,2,male,,Stuart,True,6,supporting,0.0463,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Simone Ashley,2223752,1,female,,Amari,True,7,supporting,0.0397,South Asian,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Lucy Liu,140,1,female,,Sasha Barnes,True,8,supporting,0.0347,East Asian,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Tibor Feldman,1192389,2,male,,Irv Ravitz,True,9,supporting,0.0309,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,B.J. Novak,107770,2,male,,Jay Ravitz,True,10,supporting,0.0278,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Patrick Brammall,221032,2,male,,Peter,True,11,minor,0.0253,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Tracie Thoms,10580,1,female,,Lily,True,12,minor,0.0232,Black,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Caleb Hearon,2817558,2,male,,Charlie,True,13,minor,0.0214,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Helen J. Shen,5284719,1,female,,Jin,True,14,minor,0.0199,Unknown,low,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Rachel Bloom,1453801,1,female,,Talia,True,15,minor,0.0185,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Larry Mitchell,1224404,2,male,,Mack,True,16,minor,0.0174,Black,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,George C. Wolfe,5369,2,male,,Paul,True,17,minor,0.0164,Black,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Daniel Liu,4761860,2,male,,Dirk,True,18,minor,0.0154,East Asian,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Pauline Chalamet,2458820,1,female,,Ilana,True,19,minor,0.0146,White,high,neutral,flat,none,low
The Devil Wears Prada 2,2026,2026,1,Comedy|Drama,1314481,movie,Bria Condon,2408001,1,female,,Marta,True,20,minor,0.0139,White,medium,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Zazie Beetz,1545693,1,female,,Asia Reaves,True,1,lead,0.278,Mixed/Multiracial,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Myha'la,2673750,1,female,,Maria Reaves,True,2,lead,0.139,Black,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Patricia Arquette,4687,1,female,,Lily Woodhouse,True,3,lead,0.0927,White,high,protagonist,significant,positive,medium
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Paterson Joseph,19868,2,male,,Ray Woodhouse,True,4,supporting,0.0695,Black,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Heather Graham,69122,1,female,,Sharon,True,5,supporting,0.0556,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Tom Felton,10993,2,male,,Kevin,True,6,supporting,0.0463,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Willie Ludik,1747945,0,unspecified,,Bob,True,7,supporting,0.0397,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,David Viviers,2057054,0,unspecified,,Tall Steve,True,8,supporting,0.0347,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Gabe Gabriel,3091751,2,male,,Short Steve,True,9,supporting,0.0309,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Viktoria Korotkova,1427407,1,female,,Sophia,True,10,supporting,0.0278,White,medium,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,James Remar,1736,2,male,,Pig's Head (voice),True,11,minor,0.0253,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Dorothy Ann Gould,1639773,1,female,,Anne Sheapman,True,12,minor,0.0232,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Mike Huff,5507768,0,unspecified,,Dr. Sheapman,True,13,minor,0.0214,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Darron Meyer,146752,2,male,,Ritchie,True,14,minor,0.0199,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Orefile Moloi,6128077,1,female,,Young Maria,True,15,minor,0.0185,Black,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Brandon Auret,1029029,2,male,,Teardrop Man,True,16,minor,0.0174,White,high,antagonist,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Angus Sampson,59117,2,male,,The P.I.,True,17,minor,0.0164,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Chris van Rensburg,93915,2,male,,The Manager,True,18,minor,0.0154,White,high,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Neels Clasen Jnr,5377805,2,male,,Damian,True,19,minor,0.0146,White,medium,neutral,flat,none,low
They Will Kill You,2026,2026,1,Action|Comedy|Horror,1292695,movie,Megan Alexander,5467538,1,female,,Angry Inmate,True,20,minor,0.0139,White,high,neutral,flat,none,low
Hoppers,2026,2026,1,Adventure|Animation|Comedy|Family|Science Fiction,1327819,movie,Piper Curda,1308818,1,female,,Mabel (voice),True,1,lead,0.278,White,high,neutral,flat,none,low
Hoppers,2026,2026,1,Adventure|Animation|Comedy|Family|Science Fiction,1327819,movie,Bobby Moynihan,452205,2,male,,King George (voice),True,2,lead,0.139,White,high,neutral,flat,none,low
Hoppers,2026,2026,1,Adventure|Animation|Comedy|Family|Science Fiction,1327819,movie,Jon Hamm,65717,2,male,,Mayor Jerry Generazzo (voice),True,3,lead,0.0927,White,high,neutral,flat,none,low
Hoppers,2026,2026,1,Adventure|Animation|Comedy|Family|Science Fiction,1327819,movie,Kathy Najimy,11074,1,female,,Dr. Sam (voice),True,4,supporting,0.0695,White,high,neutral,flat,none,low
